date,open,high,low,close,adj_close,volume,hub,ticker,source
2025-07-16,34.654998779296875,35.1150016784668,34.45000076293945,34.808998107910156,34.808998107910156,14478,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-07-17,35.13999938964844,35.25,34.32500076293945,34.40700149536133,34.40700149536133,6837,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-07-18,34.599998474121094,34.599998474121094,33.43000030517578,33.595001220703125,33.595001220703125,6457,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-07-21,33.83000183105469,33.915000915527344,33.125,33.159000396728516,33.159000396728516,2221,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-07-22,33.21500015258789,33.404998779296875,32.95000076293945,33.111000061035156,33.111000061035156,4214,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-07-23,33.505001068115234,33.69499969482422,32.60499954223633,32.689998626708984,32.689998626708984,4152,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-07-24,32.3849983215332,32.435001373291016,32.17499923706055,32.358001708984375,32.358001708984375,5138,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-07-25,32.099998474121094,32.650001525878906,32.099998474121094,32.499000549316406,32.499000549316406,408,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-07-28,32.29499816894531,33.029998779296875,32.130001068115234,32.89899826049805,32.89899826049805,248,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-07-29,34.10300064086914,34.10300064086914,34.10300064086914,34.10300064086914,34.10300064086914,82,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-07-30,33.650001525878906,34.5369987487793,33.650001525878906,34.5369987487793,34.5369987487793,8361,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-07-31,34.685001373291016,35.42499923706055,34.64500045776367,35.27899932861328,35.27899932861328,4918,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-08-01,35.150001525878906,35.15999984741211,33.77000045776367,33.97200012207031,33.97200012207031,2902,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-08-04,34.064998626708984,34.369998931884766,33.65999984741211,34.28300094604492,34.28300094604492,6740,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-08-05,34.189998626708984,34.439998626708984,33.790000915527344,34.40599822998047,34.40599822998047,7529,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-08-06,33.994998931884766,34.10499954223633,33.08000183105469,33.25699996948242,33.25699996948242,1598,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-08-07,32.95000076293945,33.150001525878906,32.845001220703125,32.95100021362305,32.95100021362305,2792,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-08-08,32.779998779296875,33.40999984741211,32.154998779296875,32.44599914550781,32.44599914550781,3776,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-08-11,32.4900016784668,33.125,32.400001525878906,32.999000549316406,32.999000549316406,2691,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-08-12,33.064998626708984,33.064998626708984,32.21500015258789,32.409000396728516,32.409000396728516,2076,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-08-13,32.6150016784668,32.79999923706055,32.48500061035156,32.599998474121094,32.599998474121094,2312,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-08-14,32.86000061035156,32.86000061035156,31.950000762939453,32.14099884033203,32.14099884033203,1953,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-08-15,31.975000381469727,31.975000381469727,30.795000076293945,31.0310001373291,31.0310001373291,2521,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-08-18,30.649999618530273,31.485000610351562,30.649999618530273,31.27199935913086,31.27199935913086,2636,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-08-19,30.725000381469727,31.375,30.725000381469727,31.226999282836914,31.226999282836914,3630,TTF,TTF=F,Yahoo Finance (via yfinance)
